Sales doc.	SaTy	SOrg.	DChl	Dv	SOff.	SGrp	Created on	Time	Created by	Net value	Curr.
145455350	ZOR	CZ01	1	1	CZ01	E-M	02.08.2018	10:03:34	E0650948	15909,53	CZK
238178210	ZOR	HU01	1	1	HU01	EDI	02.08.2018	06:09:38	E0654669	99322,00	HUF
145450639	ZOR	HU01	1	1	HU01	INT	02.08.2018	07:20:18	RSBATCH	4634,00	HUF
145449064	ZOR	CZ01	1	1	CZ01	INT	02.08.2018	07:28:06	E0653803	1375,88	CZK
145451231	ZOR	HU01	1	1	HU01	E-P	02.08.2018	07:31:51	RSBATCH	4488,00	HUF
145462741	ZOR	PL01	1	1	PL01	E-M	02.08.2018	13:47:47	E0050029	2919,73	PLN
145452762	ZOR	CZ01	1	1	CZ01	INT	02.08.2018	08:43:02	E0653803	4278,26	CZK
145453534	ZOR	PL01	1	1	PL01	INT	02.08.2018	08:55:11	RSBATCH	557,46	PLN
145459160	ZOR	PL01	1	1	PL01	INT	02.08.2018	12:24:17	E0050029	810,00	PLN
145453869	ZOR	HU01	1	1	HU01	INT	02.08.2018	11:02:59	E0654669	100799,00	HUF
145449753	ZOR	HU01	1	1	HU01	INT	02.08.2018	10:38:44	E0654669	51230,00	HUF
238178482	ZOR	CZ01	1	1	CZ01	E-P	02.08.2018	11:08:17	E0653803	774,09	CZK
238182357	ZOR	CZ01	1	1	CZ01	E-M	02.08.2018	09:39:37	E0650948	1469,93	CZK
238186848	ZOR	PL01	1	1	PL01	E-M	02.08.2018	13:11:44	E0651686	214,29	PLN
145458772	ZOR	HU01	1	1	HU01	INT	02.08.2018	11:55:16	RSBATCH	38309,00	HUF
145461466	ZOR	HU01	1	1	HU01	INT	02.08.2018	13:10:15	RSBATCH	3704,00	HUF
238178211	ZOR	HU01	1	1	HU01	E-M	02.08.2018	06:15:25	E0654669	12600,00	HUF
238180740	ZOR	PL01	1	1	PL01	E-M	02.08.2018	05:49:37	E0651686	1907,40	PLN
145450095	ZOR	HU01	1	1	HU01	E-P	02.08.2018	06:20:07	RSBATCH	9098,00	HUF
238183308	ZOR	PL01	1	1	PL01	E-M	02.08.2018	13:36:26	E0050029	40,50	PLN
145462720	ZOR	CZ01	1	1	CZ01	PM	02.08.2018	13:40:15	RSBATCH	2334,37	CZK
145458258	ZOR	HU01	1	1	HU01	E-P	02.08.2018	13:05:01	E0654669	25669,00	HUF
145450582	ZOR	PL01	1	1	PL01	INT	02.08.2018	07:05:26	RSBATCH	915,60	PLN
145458623	ZOR	CZ01	1	1	CZ01	INT	02.08.2018	11:40:07	RSBATCH	1169,76	CZK
238183154	ZOR	PL01	1	1	PL01	E-M	02.08.2018	10:15:57	E0050029	53,61	PLN
145462073	ZOR	HU01	1	1	HU01	INT	02.08.2018	13:55:15	RSBATCH	120116,00	HUF
145464469	ZOR	HU01	1	1	HU01	E-P	02.08.2018	14:55:10	RSBATCH	12000,00	HUF
145461633	ZOR	CZ01	1	1	CZ01	INT	02.08.2018	13:15:26	RSBATCH	1051,58	CZK
238178255	ZOR	HU01	1	1	HU01	E-M	02.08.2018	07:35:51	E0654669	17,73	EUR
145460702	ZOR	PL01	1	1	PL01	INT	02.08.2018	14:01:28	E0653640	966,00	PLN
145465824	ZOR	HU01	1	1	HU01	INT	02.08.2018	15:05:21	RSBATCH	16074,00	HUF
145453627	ZOR	HU01	1	1	HU01	INT	02.08.2018	10:57:23	E0654669	9281,00	HUF
145464353	ZOR	HU01	1	1	HU01	INT	02.08.2018	14:30:23	RSBATCH	32912,00	HUF
238191033	ZOR	PL01	1	1	PL01	E-M	02.08.2018	14:41:11	E0050044	85,31	EUR
145451774	ZOR	CZ01	1	1	CZ01	INT	02.08.2018	08:54:46	E0653803	881,50	CZK
145457979	ZOR	HU01	1	1	HU01	INT	02.08.2018	11:25:12	RSBATCH	80891,00	HUF
145449744	ZOR	PL01	1	1	PL01	E-P	02.08.2018	05:56:57	E0651686	8,90	EUR
145453579	ZOR	CZ01	1	1	CZ01	INT	02.08.2018	09:00:46	RSBATCH	4269,12	CZK
238183192	ZOR	PL01	1	1	PL01	E-M	02.08.2018	11:44:40	E0050029	188,16	PLN
145459230	ZOR	HU01	1	1	HU01	E-P	02.08.2018	12:00:41	RSBATCH	109488,00	HUF
145460014	ZOR	CZ01	1	1	CZ01	INT	02.08.2018	12:30:27	RSBATCH	5088,00	CZK
145454699	ZOR	HU01	1	1	HU01	E-P	02.08.2018	09:30:42	RSBATCH	7619,00	HUF
145454870	ZOR	HU01	1	1	HU01	INT	02.08.2018	09:40:13	RSBATCH	52560,00	HUF
145456893	ZOR	HU01	1	1	HU01	INT	02.08.2018	11:07:20	E0654669	59520,00	HUF
238188002	ZOR	CZ01	1	1	CZ01	E-P	02.08.2018	11:42:55	E0653803	5675,14	CZK
145461253	ZOR	HU01	1	1	HU01	INT	02.08.2018	13:10:08	RSBATCH	14694,00	HUF
145455674	ZOR	PL01	1	1	PL01	INT	02.08.2018	10:01:27	RSBATCH	32,96	PLN
145460558	ZOR	PL01	1	1	PL01	E-M	02.08.2018	13:20:35	E0651686	860,00	PLN
145452116	ZOR	PL01	1	1	PL01	INT	02.08.2018	11:50:36	E0653640	349,44	PLN
145457743	ZOR	PL01	1	1	PL01	INT	02.08.2018	13:52:49	E0653640	213,66	PLN
238183296	ZOR	PL01	1	1	PL01	E-M	02.08.2018	13:28:48	E0050029	41,97	PLN
238188043	ZOR	HU01	1	1	HU01	E-M	02.08.2018	14:32:36	E0654669	226500,00	HUF
145461201	ZOR	PL01	1	1	PL01	INT	02.08.2018	13:01:04	RSBATCH	931,68	PLN
145451018	ZOR	PL01	1	1	PL01	INT	02.08.2018	07:20:11	RSBATCH	205,74	PLN
145455365	ZOR	HU01	1	1	HU01	INT	02.08.2018	10:10:09	RSBATCH	3065,00	HUF
145466582	ZOR	HU01	1	1	HU01	INT	02.08.2018	15:15:29	RSBATCH	45422,00	HUF
145451703	ZOR	CZ01	1	1	CZ01	E-P	02.08.2018	07:55:04	RSBATCH	6217,09	CZK
238178391	ZOR	HU01	1	1	HU01	E-M	02.08.2018	09:34:19	E0654669	8014,00	HUF
145465080	ZOR	CZ01	1	1	CZ01	INT	02.08.2018	14:40:08	RSBATCH	8347,32	CZK
145450458	ZOR	CZ01	1	1	CZ01	INT	02.08.2018	07:42:27	E0653803	470,64	CZK
238178491	ZOR	CZ01	1	1	CZ01	E-M	02.08.2018	11:24:20	E0653803	4071,00	CZK
145456121	ZOR	PL01	1	1	PL01	INT	02.08.2018	10:15:56	RSBATCH	158,64	PLN
238178286	ZOR	HU01	1	1	HU01	EDI	02.08.2018	08:02:41	E0654669	151,61	EUR
145454331	ZOR	HU01	1	1	HU01	E-P	02.08.2018	09:20:13	RSBATCH	20309,00	HUF
145452509	ZOR	PL01	1	1	PL01	E-M	02.08.2018	08:52:00	E0050029	1913,88	PLN
238183074	ZOR	PL01	1	1	PL01	E-M	02.08.2018	08:15:32	E0050029	321,00	PLN
238183204	ZOR	PL01	1	1	PL01	E-M	02.08.2018	12:05:22	E0050029	1726,90	PLN
238178380	ZOR	CZ01	1	1	CZ01	E-P	02.08.2018	09:24:37	E0653803	318,96	CZK
145455143	ZOR	HU01	1	1	HU01	INT	02.08.2018	09:45:40	RSBATCH	72365,00	HUF
145454025	ZOR	HU01	1	1	HU01	E-P	02.08.2018	09:25:19	RSBATCH	17447,00	HUF
145449686	ZOR	CZ01	1	1	CZ01	INT	02.08.2018	06:00:54	RSBATCH	1248,21	CZK
145451032	ZOR	HU01	1	1	HU01	INT	02.08.2018	07:25:26	RSBATCH	15250,00	HUF
238181724	ZOR	CZ01	1	1	CZ01	E-M	02.08.2018	06:24:02	E0650948	2364,84	CZK
145453191	ZOR	CZ01	1	1	CZ01	INT	02.08.2018	08:52:20	E0653803	1370,80	CZK
